text,favourite_count,retweet_count,created_at,polarity,Expression
RT @drsanjaygupta: Another reason to get vaccinated: being fully vaccinated reduces odds of long-term Covid-19 symptoms by half https://t.c…,0,536,2021-09-06 23:56:20,-0.16666666666666666,Negative
RT @helen_0902: Good morning LORD JESUS. Thank You LORD for waking me up and giving me another day to live to enjoy Your blessings. Happy T…,0,107,2021-09-06 23:56:20,0.509090909090909,Positive
"RT @zerohedge: Aussie Health Chief: COVID Will Be With Us ""Forever"", People Will Have To ""Get Used To"" Endless Booster Vaccines https://t.c…",0,580,2021-09-06 23:56:20,-0.125,Negative
Plus she got other illnesses that could potentially make Covid-19 worse on her smh,2,0,2021-09-06 23:56:18,-0.17500000000000002,Negative
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:56:17,0.0909090909090909,Positive
"RT @JeremySWallace: NEW: Texas has top 57,000 deaths from COVID-19.

Texas has reported 1,421 previously unreported deaths in just 5 days a…",0,188,2021-09-06 23:56:17,0.15656565656565657,Positive
Sign our online petition Irish Government : Make schools safe from Covid 19 - Sign the Petition! https://t.co/ov25x3ewQp via @Change,2,2,2021-09-06 23:56:16,0.3125,Positive
"RT @GCobber99: Victoria records 246 local Covid-19 cases
Finally, the Victorian numbers are here! (And apparently were reported yesterday?)…",0,1,2021-09-06 23:56:14,0.016666666666666666,Positive
"RT @JamaicaGleaner: Incarcerated dancehall artiste Adidja Palmer, more popularly known as @Vybz_Kartel, is doing well after receiving his f…",0,180,2021-09-06 23:56:12,0.55,Positive
"RT @ChuckCallesto: BREAKING REPORT:  Dallas Cowboys' Pro Bowler Zack Martin who's FULLY VACCINATED Tests positive for COVID-19, will miss h…",0,1114,2021-09-06 23:56:10,0.22727272727272727,Positive
"RT @andrewdkaufman: For better or for worse, the educational landscape is changing in response to COVID-19. Let's discuss the impact on stu…",0,8,2021-09-06 23:56:08,0.11666666666666665,Positive
Daily new confirmed COVID-19 cases https://t.co/nu3RUK1OLd,0,0,2021-09-06 23:56:08,0.1787878787878788,Positive
"RT @AinsworthKeith: CNN headline when Trump was president

Past vaccine disasters show why rushing a Covid-19 vaccine now would be 'colossa…",0,56,2021-09-06 23:56:08,-0.25,Negative
RT @brontyman: More U.S. first responders are dying of COVID-19 - PBS NewsHour https://t.co/V7yUfpJbLE,0,15,2021-09-06 23:56:07,0.375,Positive
"RT @NBCNews: NEW: U.S. logs 40,000,000 Covid-19 cases and at least 651,690 deaths, according to latest @NBCNews tally. https://t.co/PdCSoEe…",0,184,2021-09-06 23:56:04,0.11212121212121212,Positive
"RT @NjbBari3: @suss_mark Last year he let down HCW in the whole country by failing to recognise #COVIDisAirborne. 

This year he is a dead…",0,6,2021-09-06 23:56:03,0.014814814814814808,Positive
"RT @DeAngelisCorey: ""Virginia’s largest school district shelled out $32.7 million in bonuses to teachers for their 'extraordinary contribut…",0,52,2021-09-06 23:56:03,0.3333333333333333,Positive
"RT @ChannelNewsAsia: UK records 41,192 new COVID-19 cases on Monday https://t.co/tlNZRxP4Wl https://t.co/41nkx7FPx5",0,8,2021-09-06 23:56:02,0.13636363636363635,Positive
"RT @FHTA_Fiji: When you get your COVID-19 vaccine, you’re not
only protecting yourself and your loved ones,
but you’re playing a role in he…",0,3,2021-09-06 23:56:01,0.35,Positive
"RT @CarmieV: Asked about how Ndamukong Suh looks coming off the reserve/COVID-19 list, Vita Vea said: “He looks good. He’s still big girl.”",0,13,2021-09-06 23:56:01,0.35,Positive
"RT @RWMaloneMD: ""Ivermectin: a multifaceted drug of Nobel prize-honoured distinction with indicated efficacy against a new global scourge,…",0,7551,2021-09-06 23:56:01,0.06818181818181818,Positive
@Chicagofan76 @VaughyTanks @JeremyLayt0n @TwalshTim That’s just wrong. See below for the policy on vaccinated vs. unvaccinated players. https://t.co/WXS6EYdFTB,1,0,2021-09-06 23:55:59,-0.5,Negative
"@OG_BeeRad @andrewbostom ""The number of fully vaccinated people who were hospitalized was only 8,054 as of August, according to the CDC. This is a tiny fraction of the 168 million people who have been fully vaccinated.""

0.000048% to be exact

https://t.co/KcApH2uSu0",0,0,2021-09-06 23:55:58,0.08333333333333333,Positive
RT @Laurie_Garrett: When @SenRandPaul said it was better to catch #COVID19 than get #vaccinated I knew that flew in the face of all evidenc…,0,769,2021-09-06 23:55:56,0.5,Positive
@BadMedicalTakes a deer in that situation could catch a illness from a human that is compatible with their biology.  Now I don't know how compatible COVID-19 is to a deer but we already know it can pass between certain mammals.,7,0,2021-09-06 23:55:55,0.10714285714285714,Positive
RT @tomfolanmd: Findings in COVID-19 have been reviewed using representative cases encountered by the authors in the New York City metropol…,0,18,2021-09-06 23:55:54,0.13636363636363635,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:55:53,0.75,Positive
"RT @ZNeveri: Young doctor explains why he’s against forced COVID-19 vaccine

Full video: https://t.co/21ngYE7NJ8 https://t.co/tDoZPoPCPl",0,4767,2021-09-06 23:55:53,0.04999999999999998,Positive
RT @ETNreisenweber: The Oil City football program is dealing with COVID-19 issues. The Oilers' next scheduled game isn't until Sept. 24 vs.…,0,4,2021-09-06 23:55:52,-0.2,Negative
"RT @ChuckCallesto: BREAKING REPORT:  Dallas Cowboys' Pro Bowler Zack Martin who's FULLY VACCINATED Tests positive for COVID-19, will miss h…",0,1114,2021-09-06 23:55:51,0.22727272727272727,Positive
"RT @JohnTory: The evidence is clear: since May 1, over 98% of hospitalized COVID-19 cases have been unvaccinated.

Protect yourself and fel…",0,216,2021-09-06 23:55:51,0.10000000000000002,Positive
RT @Laurie_Garrett: When @SenRandPaul said it was better to catch #COVID19 than get #vaccinated I knew that flew in the face of all evidenc…,0,769,2021-09-06 23:55:51,0.5,Positive
RT @billbowtell: Covid 19 coronavirus Delta outbreak: How Australia 'really failed' in battle - NZ Herald https://t.co/b7ENu1LF6w,0,36,2021-09-06 23:55:50,-0.5,Negative
"Hi 👋ASEAN family

#NewsFromSingapore🇸🇬

Here’s what you need to know about the latest Covid-19 update.🇸🇬

📸@MothershipSG 

#Singapore #Covid19 https://t.co/66I8dQCkDg",0,0,2021-09-06 23:55:49,0.5,Positive
"RT @NOLAnews: Bennie Pete, co-founder and sousaphone player of the Hot 8 Brass Band, died early Monday of complications from sarcoidosis an…",0,105,2021-09-06 23:55:48,0.175,Positive
"RT @bradystonex: NEW: Texas A&amp;M has 1,200 confirmed cases of COVID-19 as of last Friday and tested over 30,000 campus members in August. Th…",0,43,2021-09-06 23:55:46,0.1787878787878788,Positive
"Smart: Georgia football facing its highest COVID-19 spike
https://t.co/QSEhXStBQH",1,2,2021-09-06 23:55:45,0.21428571428571427,Positive
@Nials5 Everyone of those ignorant clowns marching needs to sign a waiver for medical  treatment so if they become infected with Covid-19 the medical staff can skip right over them and give care to others who chose to vaccinate.,2,0,2021-09-06 23:55:44,0.09523809523809523,Positive
"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
5716 Avenue U, Brooklyn, NY, 11234
(800) 925-4733

https://t.co/1JlgKaKVPN",0,0,2021-09-06 23:55:42,0.4,Positive
"@benni1028 If you’re able, you can get her tested through drive through at Nettles Park in Central.  It’s a PCR Saliva test and you get results that evening or by afternoon next day.  Go to https://t.co/t5PRK2q471",3,0,2021-09-06 23:55:41,0.16666666666666666,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:55:41,0.0909090909090909,Positive
"RT @jdmar3: Important contribution to the literature on COVID-19 vaccines.

https://t.co/IHHf4vlVhP",0,2,2021-09-06 23:55:40,0.4,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:55:40,0.0909090909090909,Positive
"RT @NewValleyWolves: RESCHEDULE | Due to the ongoing COVID-19 situation, New Valley Wolves will now be headlining upstairs in @whelanslive…",0,1,2021-09-06 23:55:39,0.005681818181818177,Positive
"RT @SDECoxHealth: Pfizer first first 1.9 million doses:

4,393 adverse events were reported to VAERS. 

Only 175 cases qualified for furthe…",0,102,2021-09-06 23:55:38,0.16666666666666666,Positive
RT @limkitsiang: Khairy should give a proper answer as to why there are high Covid-19 death rates and high BID deaths and not play tai chee…,0,10,2021-09-06 23:55:38,0.10666666666666667,Positive
"RT @buchana_jab: Dr. Benton on Ivermectin toxicity &amp; poor evidence for its use in COVID-19
#ThisIsDenverEM https://t.co/pakLml1Ycu",0,14,2021-09-06 23:55:35,-0.4,Negative
"RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report · Monday 6th September.

41,192 new cases (people positive) reported…",0,129,2021-09-06 23:55:35,0.12121212121212122,Positive
"""Governor Abbott has failed us. Republican state legislature has failed us,” Dr. David Portugal Sugarland, Texas. 

""These leaders should be held accountable &amp; be asked to explain how they can justify taking actions that are killing their fellow Texans. https://t.co/lH1r6a5HI1",0,0,2021-09-06 23:55:34,-0.5,Negative
"RT @Abdul_S17: On August 18th, it was reported that Yūko Sanpei’s (Boruto’s VA) tested positive for COVID-19 and was undergoing medical tre…",0,196,2021-09-06 23:55:33,0.11363636363636363,Positive
"RT @tomfolanmd: COVID-19 results in CNS abnormalities, largely representing secondary involvement from immune activation leading to a proth…",0,20,2021-09-06 23:55:33,-0.04285714285714286,Negative
"This is such a heartwarming story!

Hamed has a visa to live in Adelaide, but has been unable to make the trip over due to COVID-19.

He's been working on his English by listening to @Julesschiller on Drive.

https://t.co/MKikFEXMnZ",23,2,2021-09-06 23:55:33,-0.09772727272727273,Negative
"RT @m_hostage: They got lucky because the study was already underway.  Then covid hit.  Their findings are cause for concern. 

UK study de…",0,26,2021-09-06 23:55:33,0.3333333333333333,Positive
"RT @AaronParnas: Politicizing COVID-19 vaccinations has exemplified a true low point in our country’s history. 

Lives were lost because of…",0,192,2021-09-06 23:55:31,0.175,Positive
"RT @JohnTory: The evidence is clear: since May 1, over 98% of hospitalized COVID-19 cases have been unvaccinated.

Protect yourself and fel…",0,216,2021-09-06 23:55:30,0.10000000000000002,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:55:29,0.0909090909090909,Positive
RT @thehill: Daily COVID-19 infections up more than 300 percent from Labor Day last year https://t.co/Neh5kuQDTL https://t.co/FdAGlPb8UA,0,109,2021-09-06 23:55:26,0.16666666666666666,Positive
@SolNataMD @NaphiSoc Hospitalizations in FL are going down. https://t.co/ShdG2a9mVu,0,0,2021-09-06 23:55:24,-0.15555555555555559,Negative
RT @awkwardqueerJa: There's a new Covid Variant out there to replace Covid-19 and the Delta Variant. Im tired of Planet earth. Where's Plut…,0,2,2021-09-06 23:55:23,-0.13181818181818183,Negative
RT @AmyA1A: The AP reported that 70% of recent calls to the Mississippi Poison Control Center were from people who had ingested ivermectin…,0,3176,2021-09-06 23:55:23,-0.05,Negative
RT @Laurie_Garrett: When @SenRandPaul said it was better to catch #COVID19 than get #vaccinated I knew that flew in the face of all evidenc…,0,769,2021-09-06 23:55:20,0.5,Positive
"RT @RioSlade: Daily COVID-19 infections up more than 300 percent from Labor Day last year 
 https://t.co/jM9OsFnhJF",0,54,2021-09-06 23:55:19,0.16666666666666666,Positive
"Particles that ""react to magnets"" found in Moderna vaccines in Japan.

Japanese health officials take 1.6 million doses of Moderna COVID-19 vaccines off the market due to ""contamination"" with particles that ""may be metal.""

Western health officials silent

https://t.co/AzoctKADTE",10,6,2021-09-06 23:55:19,-0.03125,Negative
"RT @InfectiousDz: North Dakota Long Term Care Association President Shelly Peterson said about 4,000 unvaccinated nursing home staff could…",0,4,2021-09-06 23:55:18,-0.05,Negative
"@PaulRChase @lukec89_ @YardleyShooting All added as Covid 19 deaths. When in actual fact, many died from neglect. Also worth noting throughout 2020 many other respiratory conditions  had dropped  dramatically.  Flu practically disappeared.",2,0,2021-09-06 23:55:18,0.23500000000000001,Positive
RT @groth1945: 🆘 My Friends !Fauci “ Keeping an Eye on the Mu Variant !” That has to make us all feel safe ! The Peter Principle Bureaucrat…,0,132,2021-09-06 23:55:17,0.625,Positive
Tough Love: Covid-19 and the racism of low expectations | The Spectator Au ⁦⁦@shmigel⁩ #Wilcannia #covidnsw “The…vax roll-out for Indigenous people has been sclerotic and untimely” It should be noted that Maari Ma flagged 18mths ago w no reply  https://t.co/JDLHAKXH22,1,1,2021-09-06 23:55:17,0.037037037037037035,Positive
RT @davidcharns: New data from the Southern Nevada Health District shows COVID-19 deaths among the unvaccinated are happening 70 times more…,0,74,2021-09-06 23:55:17,0.06818181818181818,Positive
"“At least one case of the Mu variant has been detected in the District of Columbia and every state in the U.S. aside from Nebraska, according to https://t.co/3hYSONbFUL, a website that provides open source data on COVID-19 variants.” https://t.co/zUWUtg54p4",14,3,2021-09-06 23:55:16,-0.15,Negative
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:55:11,0.75,Positive
"RT @NBCNews: With nearly 800 students currently in quarantine after escalating Covid-19 cases, a central Texas school district has begun re…",0,249,2021-09-06 23:55:11,0.03333333333333333,Positive
RT @icjarp: Thankful to all the activists who have worked hard on making this information available to the public and working against #Vacc…,0,12,2021-09-06 23:55:11,0.036111111111111115,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:55:11,0.0909090909090909,Positive
"RT @GreenPACdotca: No issue will impact our #health more than #climatechange 

Find out about your candidates' plans for tackling the #Clim…",0,8,2021-09-06 23:55:10,0.5,Positive
"RT @DMRegister: Opinion: When I drove a bus in college, safety for a few took precedence over the inconvenience of many; that's not the way…",0,40,2021-09-06 23:55:09,0.15,Positive
"RT @25kWatts: In Vermont, which is 78% vaxxed, rates of new COVID-19 cases are as high as they were in January. #maskup #getyourvitamins ht…",0,6,2021-09-06 23:55:07,0.1481818181818182,Positive
"RT @DavidLWindt: ""If the goal is to prevent infection, the 95% COVID-19 vaccination rate on Cornell’s campus has not accomplished that ...…",0,11,2021-09-06 23:55:07,-0.1,Negative
Due to the current Covid-19 Alert Levels we've made the difficult decision to postpone The Block NZ Live Auction Final. We’ll keep you posted on a new auction date as soon as we’re able to do so! Kia Kaha NZ ❤️ #TheBlockNZ https://t.co/0FX2vYdoOe,6,1,2021-09-06 23:55:07,0.03896103896103896,Positive
Akufo-Addo Gov’t Has Made COVID-19 Whipping Boy For His Failure https://t.co/cjfrIHacSY,0,0,2021-09-06 23:55:06,-0.3166666666666667,Negative
"@JaxtheGat @FootyonNine @kanecornes @Channel9 @warrentredrea First, the FDA is a US agency. In Aust we require TGA approval. Second, here’s the FDA‘s release for when they approved Pfizer. Never let facts stand in your way Jax. https://t.co/4Abv0DRR8C",0,0,2021-09-06 23:55:06,0.125,Positive
RT @drsanjaygupta: Another reason to get vaccinated: being fully vaccinated reduces odds of long-term Covid-19 symptoms by half https://t.c…,0,536,2021-09-06 23:55:02,-0.16666666666666666,Negative
"RT @AaronParnas: Politicizing COVID-19 vaccinations has exemplified a true low point in our country’s history. 

Lives were lost because of…",0,192,2021-09-06 23:55:02,0.175,Positive
Daily COVID-19 infections up more than 300 percent from Labor Day last year #SmartNews  https://t.co/ldMAG4LF8J,0,0,2021-09-06 23:55:02,0.16666666666666666,Positive
"RT @CRRJA5: Suppression of Invermectin: Good Reason Pfizer Fought to Hide the Details 

“The agreement countries had with Pfizer doesn’t al…",0,102,2021-09-06 23:55:00,0.7,Positive
".@MarianVidaurriM writes on how #COVID19 #vaccines have slowly arrived in #LatinAmerica and the #Caribbean, but vaccination rates remain very low when compared to other regions of the world. https://t.co/KRaO5y5qDI",0,0,2021-09-06 23:55:00,-0.1416666666666667,Negative
RT @lib_gator: Florida Football and Mick Hubert are back - sit down and enjoy the Gators' opener vs FAU with Mick's radio call. Also skulki…,0,13,2021-09-06 23:54:59,0.08148148148148147,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:54:58,0.0909090909090909,Positive
@joesanders33 @therealKripke https://t.co/pwg9rZPvCQ try to get your info from something other than Fox or OAN.,0,0,2021-09-06 23:54:56,-0.125,Negative
RT @TedSam23: @ETNOWlive @abhaykol @FightForRERAInd @TamannaInamdar Irony is the builders who promised to handover flats much before the co…,0,11,2021-09-06 23:54:56,0.2,Positive
@Gemini_iam2 @cher I’m soo sorry. Covid-19 hit your family hard. It’s 💔to read this and it also infuriates me. I can’t imagine to know how you feel. I will pray for you daily. Praying for peace and comfort and justice for your family. ✌️❤️,1,0,2021-09-06 23:54:55,-0.2638888888888889,Negative
RT @Laurie_Garrett: When @SenRandPaul said it was better to catch #COVID19 than get #vaccinated I knew that flew in the face of all evidenc…,0,769,2021-09-06 23:54:55,0.5,Positive
RT @cocosette7: Why a COVID-19 vaccine for children is taking so long - The Wall Street Journal https://t.co/oZVcozbsZI,0,1,2021-09-06 23:54:54,-0.05,Negative
RT @DrDavSweet: Very proud of our BC COVID-19 Therapeutics Committee. Amazing to see how far we have come in 19 months. https://t.co/Yfg4hS…,0,9,2021-09-06 23:54:53,0.5666666666666668,Positive
"RT @jsolomonReports: Real rebels: Eric Clapton, Van Morrison defy COVID-19 groupthink | Just The News https://t.co/btjAPSrOpt",0,512,2021-09-06 23:54:52,0.2,Positive
"This is worth reviewing especially in #BC @jjhorgan and DBH need to read up! “Oxford University prof dishes up 82-tweet manifesto on masks, super-spreader events, and airborne COVID-19” Thx ⁦@trishgreenhalgh⁩ Amazing work!  https://t.co/v3caLrYtfQ",15,11,2021-09-06 23:54:52,0.35000000000000003,Positive
"RT @jasperward94: The Ministry of Health reported 127 new COVID-19 cases and seven additional deaths. 

One hundred and ninety people are h…",0,16,2021-09-06 23:54:51,0.13636363636363635,Positive
RT @billbowtell: Covid 19 coronavirus Delta outbreak: How Australia 'really failed' in battle - NZ Herald https://t.co/b7ENu1LF6w,0,36,2021-09-06 23:54:51,-0.5,Negative
"RT @AaronParnas: Politicizing COVID-19 vaccinations has exemplified a true low point in our country’s history. 

Lives were lost because of…",0,192,2021-09-06 23:54:50,0.175,Positive
RT @drsanjaygupta: Another reason to get vaccinated: being fully vaccinated reduces odds of long-term Covid-19 symptoms by half https://t.c…,0,536,2021-09-06 23:54:49,-0.16666666666666666,Negative
"""She and her husband thought Covid-19 was a 'political game,' now he's dead""

Another in a continuing series of these sad pointless deaths. I would argue that getting vaccinated became political because the anti-vaxxers made it political. 

https://t.co/r5908GjS1k",0,0,2021-09-06 23:54:49,-0.19285714285714287,Negative
"RT @JohnTory: The evidence is clear: since May 1, over 98% of hospitalized COVID-19 cases have been unvaccinated.

Protect yourself and fel…",0,216,2021-09-06 23:54:48,0.10000000000000002,Positive
RT @LauraMiers: @MelpomeneMel @EricTopol @Jamie_Ducharme @TIMEHealth “For a country that led the sequencing of the human genome more than 2…,0,3,2021-09-06 23:54:47,0.25,Positive
RT @AndrewOporto_: Canada’s new social credit system is coming! #Elxn44 #Covid_19 #VaccinePassports #PPC #MaximeBernier #TrudeauMustGo #Can…,0,282,2021-09-06 23:54:47,0.0890151515151515,Positive
"CDC Announces More Than $300 Million in Funding to Support Community Health Workers
Funding will go to 69 organizations fighting COVID-19; CDC Newsroom https://t.co/vc8uDxJKFt via @CDCgov",0,0,2021-09-06 23:54:47,0.5,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:54:46,0.75,Positive
RT @itvnews: The NHS is to be given an extra £5.4 billion budget boost over the next six months - half the amount health service bodies sai…,0,9,2021-09-06 23:54:46,-0.05555555555555555,Negative
"RT @UNC: Pregnant and breastfeeding women have many decisions to make when considering the health of their babies, especially during the CO…",0,1,2021-09-06 23:54:44,0.27777777777777773,Positive
"@HendersonW @scientist_pop @StopCoronaVir12 At the end of the day, that option is just an especially ridiculous and expensive variant of option 2.

But the beauty of option 3 is:
You get to go to the hospital for horse dewormer intoxication AND for COVID-19.

Isn't that beautiful?",1,0,2021-09-06 23:54:43,-0.10555555555555551,Negative
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:54:43,0.0909090909090909,Positive
RT @AmyA1A: The AP reported that 70% of recent calls to the Mississippi Poison Control Center were from people who had ingested ivermectin…,0,3176,2021-09-06 23:54:42,-0.05,Negative
Daily Covid Deaths per 1K Population by County For MD   2021-09-03:  Covid visualizations give insight into covid-19 thanks to our data scientists and USAFacts #covidvislualizations #coviddata #smcanalytics #covid19 #coronavirus #covid_19 https://t.co/tXM9RiKXD4,0,0,2021-09-06 23:54:42,0.1,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:54:42,0.75,Positive
"RT @ChuckCallesto: BREAKING REPORT:  Dallas Cowboys' Pro Bowler Zack Martin who's FULLY VACCINATED Tests positive for COVID-19, will miss h…",0,1114,2021-09-06 23:54:42,0.22727272727272727,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:54:41,0.75,Positive
"RT @WestcoastBCLife: “His comment came after the Straight emailed him a statement from the Ministry of Health, which insisted that “physica…",0,14,2021-09-06 23:54:40,0.2,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:54:40,0.0909090909090909,Positive
"RT @EvelynNFarkas: . ⁦@MaxBoot⁩ reminds: Trump’s mishandling of covid-19 may have caused 160,000 unnecessary deaths — more than the number…",0,37,2021-09-06 23:54:40,0.04999999999999999,Positive
RT @billbowtell: Covid 19 coronavirus Delta outbreak: How Australia 'really failed' in battle - NZ Herald https://t.co/b7ENu1LF6w,0,36,2021-09-06 23:54:40,-0.5,Negative
"@suss_mark Last year he let down HCW in the whole country by failing to recognise #COVIDisAirborne. 

This year he is a dead weight that we all need to carry. Dragging us all down into a situation where COVID-19 circulates freely.",41,6,2021-09-06 23:54:39,0.014814814814814808,Positive
That’s a very nice first dose stat for Melville. Check out my interactive map of WA COVID-19 vaccine rates in @joshua_zimm’s story: https://t.co/l7L7ONAhPr #perthnews #wanews #wapol https://t.co/T3ZGvHuqyH,1,1,2021-09-06 23:54:39,0.515,Positive
"RT @zerohedge: Aussie Health Chief: COVID Will Be With Us ""Forever"", People Will Have To ""Get Used To"" Endless Booster Vaccines https://t.c…",0,580,2021-09-06 23:54:37,-0.125,Negative
"RT @CBSNewYork: Labor Day down the Jersey Shore saw beachgoers squeeze in one last day, and businesses get another chance to capitalize on…",0,1,2021-09-06 23:54:36,-0.07777777777777779,Negative
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:54:32,0.0909090909090909,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:54:32,0.0909090909090909,Positive
RT @drsanjaygupta: Another reason to get vaccinated: being fully vaccinated reduces odds of long-term Covid-19 symptoms by half https://t.c…,0,536,2021-09-06 23:54:31,-0.16666666666666666,Negative
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:54:30,0.0909090909090909,Positive
RT @NursingNotesUK: It is with great sadness we announce that nurse Veronica Guy has sadly died from COVID-19. Colleagues said that Veronic…,0,1112,2021-09-06 23:54:29,0.15000000000000002,Positive
"RT @flyingredpig218: Anyone in Kuantan, aged 18 &amp; above, NOT vaccinated yet can book slots here for walk-in Covid-19 vaccinations from 13-1…",0,50,2021-09-06 23:54:28,-0.05,Negative
"RT @covidtweets: This is the kind of BS that gets people actually killed:

""The 88-year-old psychology professor explained to the student t…",0,15,2021-09-06 23:54:28,0.19999999999999998,Positive
"@woketothewoke @atensnut @michellmybell1 The Pfizer vaccine has full FDA approval. The ongoing trials are standard procedure for all approvals.

Your tweet has been reported for Covid-19 misinformation.",0,0,2021-09-06 23:54:28,0.175,Positive
"RT @TorontoStar: In Ontario alone, at least 27,000 workers caught COVID-19 through probable workplace exposures; 79 died. It’s thrown worki…",0,30,2021-09-06 23:54:27,-0.3,Negative
"20210905: Angela McInnes: Ontario's horse community warns against using wormer to treat COVID-19 as sales increase [""Health Canada says there's no evidence that ivermectin is effective in treating viruses"" https://t.co/40EU0LEBXb",0,0,2021-09-06 23:54:26,0.6,Positive
RT @AmyA1A: The AP reported that 70% of recent calls to the Mississippi Poison Control Center were from people who had ingested ivermectin…,0,3176,2021-09-06 23:54:25,-0.05,Negative
"RT @Devin_Heroux: I think this is important to note. 

Not a single 🇨🇦 Olympic, Paralympian or member of the Canadian delegation tested pos…",0,222,2021-09-06 23:54:24,0.21785714285714286,Positive
"RT @ABSCBNNews: ""Why is the money not being spent on our needs?""

Vice President Leni Robredo said she would allot budget to #COVID19 respo…",0,95,2021-09-06 23:54:23,-0.1,Negative
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:54:22,0.0909090909090909,Positive
RT @drsanjaygupta: Another reason to get vaccinated: being fully vaccinated reduces odds of long-term Covid-19 symptoms by half https://t.c…,0,536,2021-09-06 23:54:22,-0.16666666666666666,Negative
"RT @choicemedianet: Many Saint Lucians continue to break the laws under the COVID-19 Prevention and Control Act.

On Saturday alone, 189 br…",0,16,2021-09-06 23:54:21,0.5,Positive
@slikrik2003 @democrzgirl @StLouisLung Taking ivermectin for COVID-19 is complete and utter craziness. While you’re at it why don’t you take penicillin for a heart attack.,0,0,2021-09-06 23:54:21,0.05,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:54:20,0.75,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:54:20,0.0909090909090909,Positive
"RT @9NewsMelb: Victoria recorded 246 new local #COVID19 cases in the past 24 hours, with 90 of those linked to current outbreaks.

32,300 v…",0,17,2021-09-06 23:54:19,-0.02840909090909091,Negative
"RT @jonathanstea: In the past month alone, five talk radio personalities who were vocal COVID-19-deniers, anti-vaxxers, or anti-maskers hav…",0,20,2021-09-06 23:54:18,-0.25,Negative
RT @LoriMahoney19: Me too intense as hell although covid-19 looks like torturous death cellular pneumonia is hell in the hospital ass up he…,0,1,2021-09-06 23:54:17,0.2,Positive
RT @billbowtell: Covid 19 coronavirus Delta outbreak: How Australia 'really failed' in battle - NZ Herald https://t.co/b7ENu1LF6w,0,36,2021-09-06 23:54:16,-0.5,Negative
